Pre-alert DateTime UTC,Post-alert DateTime UTC,Alert Duration (seconds),Detected Object Type,Object Location X1 (px),Object Location Y1 (px),Object Location X2 (px),Object Location Y2 (px),Hazard Time Since Start (seconds),Alert Type,Center Area Top-Left X (px),Center Area Top-Left Y (px),Center Area Bottom-Right X (px),Center Area Bottom-Right Y (px)
1714771129.1445458,1714771132.1518595,3.0073137283325195,person,5,1,632,479,143.17670607566833,center,100,100,350,350
1714771144.688825,1714771147.6940024,3.0051774978637695,person,1,0,364,284,158.71884894371033,center,100,100,350,350
1714771154.8694437,1714771157.8697598,3.0003161430358887,snowboard,252,169,361,300,168.89460635185242,center,100,100,350,350
1714771161.2338166,1714771164.24299,3.0091733932495117,snowboard,271,176,382,304,175.26783657073975,center,100,100,350,350
1714771166.7318635,1714771169.7376752,3.0058116912841797,person,3,1,638,479,180.7625217437744,center,100,100,350,350
1714929854.0479205,1714929857.055078,3.007157564163208,person,0,60,98,472,29.018551349639893,center,20,20,120,70
1714929857.0623143,1714929860.0657291,3.0034148693084717,person,1,57,577,479,32.029202461242676,center,20,20,120,70
1714929863.7416968,1714929866.7480788,3.0063819885253906,person,3,67,533,479,38.711552143096924,center,20,20,120,70
1714929881.3687723,1714929884.3729324,3.004160165786743,person,11,2,639,480,56.336405754089355,center,20,20,120,70
1714929889.1646466,1714929892.1796644,3.0150177478790283,person,7,67,560,479,64.14313769340515,center,20,20,120,70
1714929892.3746855,1714929895.386685,3.0119993686676025,person,0,65,574,479,67.35015821456909,center,20,20,120,70
1714929898.672412,1714929901.68388,3.0114681720733643,person,87,64,482,479,73.64735341072083,center,20,20,120,70
1714929907.253974,1714929910.2706897,3.0167157649993896,person,85,67,492,479,82.23416304588318,center,20,20,120,70
1714929959.6952343,1714929962.7015538,3.006319522857666,person,34,247,479,479,6.937175035476685,Nearness,20,20,120,70
1714929966.2109096,1714929969.220598,3.009688377380371,person,41,151,545,479,13.45621919631958,Nearness,20,20,120,70
1714929971.631409,1714929974.6387587,3.007349729537964,person,47,118,581,479,18.874379873275757,Nearness,20,20,120,70
1714929980.9036083,1714929983.9060266,3.002418279647827,person,46,251,467,479,28.141647815704346,Nearness,20,20,120,70
1714929984.004535,1714929987.0104382,3.0059032440185547,person,0,2,123,475,31.24605941772461,center,20,20,120,70
1714929987.011945,1714929990.0243778,3.012432813644409,person,0,0,498,479,34.25999903678894,center,20,20,120,70
1714930096.3652565,1714930096.3652565,0.0,person,153,273,490,479,3.7053205966949463,center,57,57,300,400
1714930096.5397801,1714930096.5397801,0.0,person,155,272,489,479,3.8798441886901855,center,57,57,300,400
1714930096.628698,1714930096.628698,0.0,person,154,272,490,479,3.968762159347534,center,57,57,300,400
1714930096.72105,1714930096.72105,0.0,person,154,272,489,479,4.061114072799683,center,57,57,300,400
1714930096.8163662,1714930096.8163662,0.0,person,154,272,491,479,4.156430244445801,center,57,57,300,400
1714930096.9077146,1714930096.9077146,0.0,person,155,272,489,479,4.247778654098511,center,57,57,300,400
1714930096.9928582,1714930096.9928582,0.0,person,155,272,489,479,4.3329222202301025,center,57,57,300,400
1714930097.0863051,1714930097.0863051,0.0,person,155,272,489,479,4.4263691902160645,center,57,57,300,400
1714930097.1861796,1714930097.1861796,0.0,person,154,272,490,479,4.526243686676025,center,57,57,300,400
1714930097.2829716,1714930097.2829716,0.0,person,154,273,490,479,4.623035669326782,center,57,57,300,400
1714930097.3820662,1714930097.3820662,0.0,person,154,272,490,479,4.722130298614502,center,57,57,300,400
1714930097.5063674,1714930097.5063674,0.0,person,154,273,491,479,4.846431493759155,center,57,57,300,400
1714930097.5972698,1714930097.5972698,0.0,person,154,273,490,479,4.937333822250366,center,57,57,300,400
1714930097.6906009,1714930097.6906009,0.0,person,154,272,489,479,5.030664920806885,center,57,57,300,400
1714930097.7814388,1714930097.7814388,0.0,person,154,273,490,479,5.121502876281738,center,57,57,300,400
1714930097.8881123,1714930097.8881123,0.0,person,154,273,490,479,5.2281763553619385,center,57,57,300,400
1714930098.0004854,1714930098.0004854,0.0,person,154,272,490,479,5.340549468994141,center,57,57,300,400
1714930098.1089013,1714930098.1089013,0.0,person,153,273,491,479,5.448965311050415,center,57,57,300,400
1714930098.2074425,1714930098.2074425,0.0,person,154,273,490,479,5.54750657081604,center,57,57,300,400
1714930098.3053079,1714930098.3053079,0.0,person,154,273,490,479,5.645371913909912,center,57,57,300,400
1714930098.3894844,1714930098.3894844,0.0,person,154,272,490,479,5.729548454284668,center,57,57,300,400
1714930098.4708297,1714930098.4708297,0.0,person,154,272,489,479,5.810893774032593,center,57,57,300,400
1714930098.5624874,1714930098.5624874,0.0,person,154,273,489,479,5.9025514125823975,center,57,57,300,400
1714930098.654009,1714930098.654009,0.0,person,153,272,489,479,5.994073152542114,center,57,57,300,400
1714930098.7345371,1714930098.7345371,0.0,person,154,272,489,479,6.074601173400879,center,57,57,300,400
1714930098.8104565,1714930098.8104565,0.0,person,155,272,490,479,6.15052056312561,center,57,57,300,400
1714930098.8839707,1714930098.8839707,0.0,person,155,272,489,479,6.224034786224365,center,57,57,300,400
1714930098.9527946,1714930098.9527946,0.0,person,155,272,489,479,6.292858600616455,center,57,57,300,400
1714930099.0252323,1714930099.0252323,0.0,person,154,272,489,479,6.365296363830566,center,57,57,300,400
1714930099.0994968,1714930099.0994968,0.0,person,155,273,490,479,6.439560890197754,center,57,57,300,400
1714930099.1860123,1714930099.1860123,0.0,person,154,272,489,479,6.526076316833496,center,57,57,300,400
1714930099.26674,1714930099.26674,0.0,person,153,272,489,479,6.606804132461548,center,57,57,300,400
1714930099.3432164,1714930099.3432164,0.0,person,154,270,490,479,6.6832804679870605,center,57,57,300,400
1714930099.4207273,1714930099.4207273,0.0,person,154,269,490,479,6.760791301727295,center,57,57,300,400
1714930099.4886613,1714930099.4886613,0.0,person,154,265,490,479,6.828725337982178,center,57,57,300,400
1714930099.5719209,1714930099.5719209,0.0,person,155,265,489,479,6.911984920501709,center,57,57,300,400
1714930099.6514363,1714930099.6514363,0.0,person,153,261,488,479,6.991500377655029,center,57,57,300,400
1714930099.7291481,1714930099.7291481,0.0,person,153,261,488,479,7.069212198257446,center,57,57,300,400
1714930099.81569,1714930099.81569,0.0,person,157,260,487,479,7.155754089355469,center,57,57,300,400
1714930099.891953,1714930099.891953,0.0,person,153,261,485,479,7.2320170402526855,center,57,57,300,400
1714930099.9720602,1714930099.9720602,0.0,person,153,261,485,479,7.312124252319336,center,57,57,300,400
1714930100.0426526,1714930100.0426526,0.0,person,153,260,486,479,7.382716655731201,center,57,57,300,400
1714930100.1212864,1714930100.1212864,0.0,person,153,260,486,479,7.461350440979004,center,57,57,300,400
1714930100.205294,1714930100.205294,0.0,person,154,259,485,479,7.545357942581177,center,57,57,300,400
1714930100.2864323,1714930100.2864323,0.0,person,153,258,485,479,7.626496315002441,center,57,57,300,400
1714930100.3669565,1714930100.3669565,0.0,person,154,259,484,479,7.70702052116394,center,57,57,300,400
1714930100.4472008,1714930100.4472008,0.0,person,153,260,483,479,7.787264823913574,center,57,57,300,400
1714930100.5347319,1714930100.5347319,0.0,person,152,260,486,479,7.874795913696289,center,57,57,300,400
1714930100.6098487,1714930100.6098487,0.0,person,153,260,485,479,7.949912786483765,center,57,57,300,400
1714930100.6945188,1714930100.6945188,0.0,person,154,261,483,479,8.03458285331726,center,57,57,300,400
1714930100.7719948,1714930100.7719948,0.0,person,153,261,483,479,8.112058877944946,center,57,57,300,400
1714930100.8495204,1714930100.8495204,0.0,person,154,261,484,479,8.189584493637085,center,57,57,300,400
1714930100.9283288,1714930100.9283288,0.0,person,154,261,483,479,8.26839280128479,center,57,57,300,400
1714930101.0047338,1714930101.0047338,0.0,person,153,261,483,479,8.344797849655151,center,57,57,300,400
1714930101.0822492,1714930101.0822492,0.0,person,152,261,483,479,8.422313213348389,center,57,57,300,400
1714930101.159041,1714930101.159041,0.0,person,153,261,483,479,8.499104976654053,center,57,57,300,400
1714930101.2430477,1714930101.2430477,0.0,person,153,261,483,479,8.583111763000488,center,57,57,300,400
1714930101.3226771,1714930101.3226771,0.0,person,153,261,483,479,8.66274118423462,center,57,57,300,400
1714930101.409838,1714930101.409838,0.0,person,153,261,483,479,8.74990200996399,center,57,57,300,400
1714930101.4834712,1714930101.4834712,0.0,person,152,261,483,479,8.823535203933716,center,57,57,300,400
1714930101.5610783,1714930101.5610783,0.0,person,156,262,483,479,8.901142358779907,center,57,57,300,400
1714930101.6489856,1714930101.6489856,0.0,person,152,261,483,479,8.989049673080444,center,57,57,300,400
1714930101.7337925,1714930101.7337925,0.0,person,152,262,483,479,9.073856592178345,center,57,57,300,400
1714930101.8164475,1714930101.8164475,0.0,person,156,262,483,479,9.156511545181274,center,57,57,300,400
1714930101.9014606,1714930101.9014606,0.0,person,152,262,483,479,9.241524696350098,center,57,57,300,400
1714930101.98152,1714930101.98152,0.0,person,156,262,482,479,9.321583986282349,center,57,57,300,400
1714930102.060778,1714930102.060778,0.0,person,151,262,483,479,9.40084195137024,center,57,57,300,400
1714930102.14006,1714930102.14006,0.0,person,152,262,481,479,9.48012399673462,center,57,57,300,400
1714930102.2263582,1714930102.2263582,0.0,person,152,261,483,479,9.5664222240448,center,57,57,300,400
1714930102.2978702,1714930102.2978702,0.0,person,152,261,483,479,9.63793420791626,center,57,57,300,400
1714930102.3909602,1714930102.3909602,0.0,person,152,261,483,479,9.731024265289307,center,57,57,300,400
1714930102.4718423,1714930102.4718423,0.0,person,152,261,483,479,9.811906337738037,center,57,57,300,400
1714930102.552944,1714930102.552944,0.0,person,152,261,484,479,9.89300799369812,center,57,57,300,400
1714930102.6304843,1714930102.6304843,0.0,person,151,261,483,479,9.970548391342163,center,57,57,300,400
1714930102.7104945,1714930102.7104945,0.0,person,151,261,482,479,10.05055856704712,center,57,57,300,400
1714930102.7740223,1714930102.7740223,0.0,person,152,261,484,479,10.114086389541626,center,57,57,300,400
1714930102.8475392,1714930102.8475392,0.0,person,151,261,483,479,10.187603235244751,center,57,57,300,400
1714930102.9290593,1714930102.9290593,0.0,person,151,261,483,479,10.269123315811157,center,57,57,300,400
1714930103.008063,1714930103.008063,0.0,person,152,261,482,479,10.348127126693726,center,57,57,300,400
1714930103.0977764,1714930103.0977764,0.0,person,153,261,483,479,10.437840461730957,center,57,57,300,400
1714930103.1813543,1714930103.1813543,0.0,person,153,261,483,479,10.521418333053589,center,57,57,300,400
1714930103.2679913,1714930103.2679913,0.0,person,152,261,482,479,10.608055353164673,center,57,57,300,400
1714930103.3440297,1714930103.3440297,0.0,person,152,261,483,479,10.684093713760376,center,57,57,300,400
1714930103.4275894,1714930103.4275894,0.0,person,152,261,483,479,10.767653465270996,center,57,57,300,400
1714930103.5047672,1714930103.5047672,0.0,person,152,261,482,479,10.844831228256226,center,57,57,300,400
1714930103.5837717,1714930103.5837717,0.0,person,152,261,483,479,10.923835754394531,center,57,57,300,400
1714930103.6597297,1714930103.6597297,0.0,person,152,261,483,479,10.999793767929077,center,57,57,300,400
1714930103.7368507,1714930103.7368507,0.0,person,152,261,483,479,11.07691478729248,center,57,57,300,400
1714930103.8185759,1714930103.8185759,0.0,person,152,261,483,479,11.158639907836914,center,57,57,300,400
1714930103.906636,1714930103.906636,0.0,person,156,261,483,479,11.246700048446655,center,57,57,300,400
1714930103.9761431,1714930103.9761431,0.0,person,152,261,483,479,11.31620717048645,center,57,57,300,400
1714930104.0566602,1714930104.0566602,0.0,person,152,261,483,479,11.396724224090576,center,57,57,300,400
1714930104.1347034,1714930104.1347034,0.0,person,152,261,483,479,11.474767446517944,center,57,57,300,400
1714930104.21572,1714930104.21572,0.0,person,152,261,483,479,11.555783987045288,center,57,57,300,400
1714930104.2955413,1714930104.2955413,0.0,person,152,261,483,479,11.635605335235596,center,57,57,300,400
1714930104.375079,1714930104.375079,0.0,person,152,261,483,479,11.715142965316772,center,57,57,300,400
1714930104.4665525,1714930104.4665525,0.0,person,152,261,482,479,11.80661654472351,center,57,57,300,400
1714930104.5403857,1714930104.5403857,0.0,person,152,261,482,479,11.880449771881104,center,57,57,300,400
1714930104.621877,1714930104.621877,0.0,person,152,261,483,479,11.961941003799438,center,57,57,300,400
1714930104.7048883,1714930104.7048883,0.0,person,151,261,482,479,12.044952392578125,center,57,57,300,400
1714930104.7773995,1714930104.7773995,0.0,person,158,261,483,479,12.1174635887146,center,57,57,300,400
1714930104.8599033,1714930104.8599033,0.0,person,153,261,483,479,12.199967384338379,center,57,57,300,400
1714930104.9404314,1714930104.9404314,0.0,person,151,261,483,479,12.280495405197144,center,57,57,300,400
1714930105.0169487,1714930105.0169487,0.0,person,152,261,484,479,12.357012748718262,center,57,57,300,400
1714930105.096957,1714930105.096957,0.0,person,152,261,484,479,12.437021017074585,center,57,57,300,400
1714930105.1776118,1714930105.1776118,0.0,person,157,262,483,479,12.517675876617432,center,57,57,300,400
1714930105.2578533,1714930105.2578533,0.0,person,152,261,483,479,12.597917318344116,center,57,57,300,400
1714930105.3350422,1714930105.3350422,0.0,person,151,262,483,479,12.675106287002563,center,57,57,300,400
1714930105.4141793,1714930105.4141793,0.0,person,152,262,484,479,12.75424337387085,center,57,57,300,400
1714930105.489684,1714930105.489684,0.0,person,152,261,483,479,12.829748153686523,center,57,57,300,400
1714930105.5722144,1714930105.5722144,0.0,person,151,261,483,479,12.912278413772583,center,57,57,300,400
1714930105.6473832,1714930105.6473832,0.0,person,151,261,483,479,12.987447261810303,center,57,57,300,400
1714930105.7274168,1714930105.7274168,0.0,person,152,261,484,479,13.06748080253601,center,57,57,300,400
1714930105.8112333,1714930105.8112333,0.0,person,152,261,483,479,13.151297330856323,center,57,57,300,400
1714930105.8886015,1714930105.8886015,0.0,person,151,261,483,479,13.228665590286255,center,57,57,300,400
1714930105.9640353,1714930105.9640353,0.0,person,152,261,482,479,13.304099321365356,center,57,57,300,400
1714930106.044577,1714930106.044577,0.0,person,152,261,482,479,13.38464093208313,center,57,57,300,400
1714930106.1229072,1714930106.1229072,0.0,person,152,262,483,479,13.462971210479736,center,57,57,300,400
1714930106.1992495,1714930106.1992495,0.0,person,155,262,483,479,13.539313554763794,center,57,57,300,400
1714930106.27877,1714930106.27877,0.0,person,152,262,483,479,13.618834018707275,center,57,57,300,400
1714930106.3592908,1714930106.3592908,0.0,person,151,261,484,479,13.699354887008667,center,57,57,300,400
1714930106.4404912,1714930106.4404912,0.0,person,155,262,483,479,13.780555248260498,center,57,57,300,400
1714930106.5201204,1714930106.5201204,0.0,person,151,261,482,479,13.86018443107605,center,57,57,300,400
1714930106.598052,1714930106.598052,0.0,person,152,262,483,479,13.938116073608398,center,57,57,300,400
1714930106.6806388,1714930106.6806388,0.0,person,155,262,483,479,14.020702838897705,center,57,57,300,400
1714930106.764607,1714930106.764607,0.0,person,152,261,483,479,14.104671001434326,center,57,57,300,400
1714930106.8409367,1714930106.8409367,0.0,person,151,261,483,479,14.181000709533691,center,57,57,300,400
1714930106.9252486,1714930106.9252486,0.0,person,152,261,482,479,14.265312671661377,center,57,57,300,400
1714930106.9968686,1714930106.9968686,0.0,person,152,261,482,479,14.33693265914917,center,57,57,300,400
1714930107.0816128,1714930107.0816128,0.0,person,151,261,483,479,14.421676874160767,center,57,57,300,400
1714930107.1561399,1714930107.1561399,0.0,person,151,261,483,479,14.496203899383545,center,57,57,300,400
1714930107.2306578,1714930107.2306578,0.0,person,152,261,483,479,14.570721864700317,center,57,57,300,400
1714930107.3203495,1714930107.3203495,0.0,person,151,261,483,479,14.66041350364685,center,57,57,300,400
1714930107.3997915,1714930107.3997915,0.0,person,152,261,483,479,14.739855527877808,center,57,57,300,400
1714930107.4821496,1714930107.4821496,0.0,person,151,261,482,479,14.822213649749756,center,57,57,300,400
1714930107.5705433,1714930107.5705433,0.0,person,152,261,482,479,14.91060733795166,center,57,57,300,400
1714930107.6545124,1714930107.6545124,0.0,person,152,261,483,479,14.994576454162598,center,57,57,300,400
1714930107.735105,1714930107.735105,0.0,person,155,262,483,479,15.075169086456299,center,57,57,300,400
1714930107.815128,1714930107.815128,0.0,person,156,262,483,479,15.155192136764526,center,57,57,300,400
1714930107.896637,1714930107.896637,0.0,person,153,262,483,479,15.236701011657715,center,57,57,300,400
1714930107.9797087,1714930107.9797087,0.0,person,157,262,483,479,15.319772720336914,center,57,57,300,400
1714930108.0579703,1714930108.0579703,0.0,person,152,262,483,479,15.39803433418274,center,57,57,300,400
1714930132.0901392,1714930132.0901392,0.0,person,69,257,478,479,7.682315111160278,Nearness,57,57,120,200
1714930132.3252075,1714930132.3252075,0.0,person,70,258,483,479,7.917383432388306,Nearness,57,57,120,200
1714930132.4852154,1714930132.4852154,0.0,person,68,257,481,479,8.077391386032104,Nearness,57,57,120,200
1714930132.644265,1714930132.644265,0.0,person,70,258,483,479,8.236440896987915,Nearness,57,57,120,200
1714930132.7269769,1714930132.7269769,0.0,person,70,258,483,479,8.31915283203125,Nearness,57,57,120,200
1714930132.81072,1714930132.81072,0.0,person,70,258,483,479,8.4028959274292,Nearness,57,57,120,200
1714930132.893048,1714930132.893048,0.0,person,69,258,482,479,8.48522400856018,Nearness,57,57,120,200
1714930132.9669125,1714930132.9669125,0.0,person,70,257,482,479,8.559088468551636,Nearness,57,57,120,200
1714930133.047818,1714930133.047818,0.0,person,70,257,482,479,8.639993906021118,Nearness,57,57,120,200
1714930133.20225,1714930133.20225,0.0,person,69,257,483,479,8.794425964355469,Nearness,57,57,120,200
1714930133.4565096,1714930133.4565096,0.0,person,69,257,482,479,9.048685550689697,Nearness,57,57,120,200
1714930133.624091,1714930133.624091,0.0,person,68,257,482,479,9.216266870498657,Nearness,57,57,120,200
1714930138.7491398,1714930138.7491398,0.0,person,79,258,476,479,14.341315746307373,Nearness,57,57,120,200
1714930138.8450754,1714930138.8450754,0.0,person,71,256,481,479,14.437251329421997,Nearness,57,57,120,200
1714930141.749666,1714930141.749666,0.0,person,83,258,482,479,17.34184193611145,Nearness,57,57,120,200
1714930148.2440677,1714930148.2440677,0.0,person,112,196,531,479,23.836243629455566,center,57,57,120,200
1714930148.3343432,1714930148.3343432,0.0,person,110,189,532,479,23.92651915550232,center,57,57,120,200
1714930148.4055407,1714930148.4055407,0.0,person,104,180,543,479,23.997716665267944,center,57,57,120,200
1714930148.4816308,1714930148.4816308,0.0,person,105,177,546,479,24.073806762695312,center,57,57,120,200
1714930148.5688794,1714930148.5688794,0.0,person,109,184,535,479,24.161055326461792,center,57,57,120,200
1714930148.6437073,1714930148.6437073,0.0,person,110,190,530,479,24.235883235931396,center,57,57,120,200
1714930148.7232687,1714930148.7232687,0.0,person,110,192,530,479,24.315444707870483,center,57,57,120,200
1714930148.8027968,1714930148.8027968,0.0,person,98,158,553,479,24.394972801208496,center,57,57,120,200
1714930148.8814898,1714930148.8814898,0.0,person,84,147,575,479,24.473665714263916,center,57,57,120,200
1714930148.9633012,1714930148.9633012,0.0,person,70,105,638,479,24.555477142333984,center,57,57,120,200
1714930149.0431337,1714930149.0431337,0.0,person,70,97,638,479,24.63530969619751,center,57,57,120,200
1714930149.6021142,1714930149.6021142,0.0,person,24,55,639,479,25.194290161132812,center,57,57,120,200
1714930149.9253948,1714930149.9253948,0.0,person,27,53,639,479,25.517570734024048,center,57,57,120,200
1714930150.0071812,1714930150.0071812,0.0,person,20,24,640,479,25.59935712814331,center,57,57,120,200
1714930150.0911896,1714930150.0911896,0.0,person,20,24,640,479,25.6833655834198,center,57,57,120,200
1714930150.1804202,1714930150.1804202,0.0,person,14,23,639,479,25.77259612083435,center,57,57,120,200
1714930150.2616627,1714930150.2616627,0.0,person,20,48,640,479,25.853838682174683,center,57,57,120,200
1714930150.3387733,1714930150.3387733,0.0,person,13,52,640,479,25.930949211120605,center,57,57,120,200
1714930150.9699042,1714930150.9699042,0.0,person,9,68,640,479,26.562080144882202,center,57,57,120,200
1714930151.047164,1714930151.047164,0.0,person,24,75,640,479,26.639339923858643,center,57,57,120,200
1714930151.1279845,1714930151.1279845,0.0,person,43,91,638,479,26.720160484313965,center,57,57,120,200
1714930151.2086146,1714930151.2086146,0.0,person,42,98,635,479,26.800790548324585,center,57,57,120,200
1714930151.288317,1714930151.288317,0.0,person,47,101,630,480,26.88049292564392,center,57,57,120,200
1714930151.3697095,1714930151.3697095,0.0,person,38,100,629,480,26.961885452270508,center,57,57,120,200
1714930151.4528286,1714930151.4528286,0.0,person,37,98,632,480,27.04500460624695,center,57,57,120,200
1714930151.5336583,1714930151.5336583,0.0,person,16,84,639,479,27.125834226608276,center,57,57,120,200
1714930151.614382,1714930151.614382,0.0,person,19,82,637,480,27.206557989120483,center,57,57,120,200
1714930151.6951678,1714930151.6951678,0.0,person,17,76,638,480,27.287343740463257,center,57,57,120,200
1714930151.7756462,1714930151.7756462,0.0,person,11,76,638,480,27.36782217025757,center,57,57,120,200
1714930151.851196,1714930151.851196,0.0,person,10,74,639,479,27.443372011184692,center,57,57,120,200
1714930152.4172957,1714930152.4172957,0.0,person,32,69,608,479,28.009471654891968,center,57,57,120,200
1714930152.5059009,1714930152.5059009,0.0,person,39,72,523,480,28.098076820373535,center,57,57,120,200
1714930152.5837066,1714930152.5837066,0.0,person,43,71,514,479,28.175882577896118,center,57,57,120,200
1714930152.6650074,1714930152.6650074,0.0,person,44,78,508,479,28.25718331336975,center,57,57,120,200
1714930152.7383213,1714930152.7383213,0.0,person,52,82,506,480,28.33049726486206,center,57,57,120,200
1714930152.8194625,1714930152.8194625,0.0,person,46,83,505,479,28.411638498306274,center,57,57,120,200
1714930152.9018734,1714930152.9018734,0.0,person,49,84,500,479,28.494049310684204,center,57,57,120,200
1714930152.9927003,1714930152.9927003,0.0,person,49,82,501,479,28.58487629890442,center,57,57,120,200
1714930153.073019,1714930153.073019,0.0,person,52,82,509,479,28.665194988250732,center,57,57,120,200
1714930153.417579,1714930153.417579,0.0,person,70,88,520,479,29.00975489616394,center,57,57,120,200
1714930154.0783138,1714930154.0783138,0.0,person,71,85,523,480,29.67048978805542,center,57,57,120,200
1714930154.5678494,1714930154.5678494,0.0,person,55,84,512,479,30.160025358200073,center,57,57,120,200
1714930154.6471066,1714930154.6471066,0.0,person,54,84,510,479,30.239282608032227,center,57,57,120,200
1714930154.7223735,1714930154.7223735,0.0,person,53,87,507,479,30.314549446105957,center,57,57,120,200
1714930154.7953258,1714930154.7953258,0.0,person,53,88,505,479,30.38750171661377,center,57,57,120,200
1714930154.883496,1714930154.883496,0.0,person,52,89,501,479,30.475672006607056,center,57,57,120,200
1714930154.9678998,1714930154.9678998,0.0,person,50,84,501,479,30.560075759887695,center,57,57,120,200
1714930155.042786,1714930155.042786,0.0,person,51,90,499,479,30.6349618434906,center,57,57,120,200
1714930155.132322,1714930155.132322,0.0,person,52,90,500,479,30.72449803352356,center,57,57,120,200
1714930155.2121978,1714930155.2121978,0.0,person,54,90,503,479,30.804373741149902,center,57,57,120,200
1714930155.3027167,1714930155.3027167,0.0,person,54,89,504,479,30.894892692565918,center,57,57,120,200
1714930155.7150512,1714930155.7150512,0.0,person,68,85,514,479,31.30722713470459,center,57,57,120,200
1714930155.8020568,1714930155.8020568,0.0,person,68,85,514,479,31.394232749938965,center,57,57,120,200
1714930155.8903809,1714930155.8903809,0.0,person,72,87,516,479,31.48255681991577,center,57,57,120,200
1714930155.9643292,1714930155.9643292,0.0,person,70,88,516,479,31.55650520324707,center,57,57,120,200
1714930156.0512643,1714930156.0512643,0.0,person,71,88,518,479,31.64344024658203,center,57,57,120,200
1714930156.1294205,1714930156.1294205,0.0,person,71,88,518,479,31.721596479415894,center,57,57,120,200
1714930156.2171881,1714930156.2171881,0.0,person,78,89,520,479,31.809364080429077,center,57,57,120,200
1714930156.2962315,1714930156.2962315,0.0,person,78,90,519,479,31.888407468795776,center,57,57,120,200
1714930156.381342,1714930156.381342,0.0,person,80,90,519,479,31.973517894744873,center,57,57,120,200
1714930156.4710493,1714930156.4710493,0.0,person,81,92,519,479,32.06322526931763,center,57,57,120,200
1714930156.5484343,1714930156.5484343,0.0,person,82,92,516,480,32.140610218048096,center,57,57,120,200
1714930156.6407926,1714930156.6407926,0.0,person,81,92,517,480,32.23296856880188,center,57,57,120,200
1714930156.7176256,1714930156.7176256,0.0,person,81,92,515,480,32.30980157852173,center,57,57,120,200
1714930156.7959132,1714930156.7959132,0.0,person,81,93,515,480,32.388089179992676,center,57,57,120,200
1714930156.880829,1714930156.880829,0.0,person,83,93,514,480,32.473005056381226,center,57,57,120,200
1714930156.9727106,1714930156.9727106,0.0,person,81,94,514,479,32.56488656997681,center,57,57,120,200
1714930157.0628247,1714930157.0628247,0.0,person,81,94,513,480,32.65500068664551,center,57,57,120,200
1714930157.1552572,1714930157.1552572,0.0,person,80,93,515,480,32.74743318557739,center,57,57,120,200
1714930157.2498765,1714930157.2498765,0.0,person,79,92,514,480,32.8420524597168,center,57,57,120,200
1714930157.3286493,1714930157.3286493,0.0,person,81,90,522,479,32.920825242996216,center,57,57,120,200
1714930157.417758,1714930157.417758,0.0,person,78,90,534,479,33.009933948516846,center,57,57,120,200
1714930157.4985135,1714930157.4985135,0.0,person,84,90,543,480,33.09068942070007,center,57,57,120,200
1714930157.585376,1714930157.585376,0.0,person,98,91,531,479,33.17755198478699,center,57,57,120,200
1714930157.6663725,1714930157.6663725,0.0,person,85,88,519,480,33.25854849815369,center,57,57,120,200
1714930157.6699805,1714930157.6699805,0.0,person,0,19,171,479,33.26215648651123,center,57,57,120,200
1714930157.8385153,1714930157.8385153,0.0,person,12,88,520,480,33.43069124221802,center,57,57,120,200
1714930157.9199553,1714930157.9199553,0.0,person,0,92,520,479,33.512131214141846,center,57,57,120,200
1714930158.0095296,1714930158.0095296,0.0,person,0,82,513,480,33.60170555114746,center,57,57,120,200
1714930158.0869694,1714930158.0869694,0.0,person,3,81,514,480,33.67914533615112,center,57,57,120,200
1714930158.167666,1714930158.167666,0.0,person,2,81,511,480,33.75984191894531,center,57,57,120,200
1714930158.2609434,1714930158.2609434,0.0,person,1,80,509,480,33.85311937332153,center,57,57,120,200
1714930158.3402936,1714930158.3402936,0.0,person,0,71,505,479,33.932469606399536,center,57,57,120,200
1714930158.4240909,1714930158.4240909,0.0,person,0,69,507,479,34.01626682281494,center,57,57,120,200
1714930158.6687343,1714930158.6687343,0.0,person,0,56,503,479,34.26091027259827,center,57,57,120,200
1714930158.7538404,1714930158.7538404,0.0,person,0,55,507,479,34.34601640701294,center,57,57,120,200
1714930158.8363636,1714930158.8363636,0.0,person,0,57,502,479,34.428539514541626,center,57,57,120,200
1714930158.9280648,1714930158.9280648,0.0,person,0,57,506,479,34.520240783691406,center,57,57,120,200
1714930158.999322,1714930158.999322,0.0,person,0,77,501,479,34.59149789810181,center,57,57,120,200
1714930159.0784237,1714930159.0784237,0.0,person,0,79,504,479,34.670599699020386,center,57,57,120,200
1714930159.1632824,1714930159.1632824,0.0,person,0,82,507,479,34.75545835494995,center,57,57,120,200
1714930159.2556543,1714930159.2556543,0.0,person,0,100,507,479,34.847830295562744,center,57,57,120,200
1714930159.332511,1714930159.332511,0.0,person,0,109,508,479,34.924686908721924,center,57,57,120,200
1714930159.4168463,1714930159.4168463,0.0,person,2,118,518,479,35.00902223587036,center,57,57,120,200
1714930159.503461,1714930159.503461,0.0,person,0,123,519,479,35.09563684463501,center,57,57,120,200
1714930159.5811112,1714930159.5811112,0.0,person,0,124,520,479,35.17328715324402,center,57,57,120,200
1714930159.6662672,1714930159.6662672,0.0,person,0,125,519,479,35.258443117141724,center,57,57,120,200
1714930159.7413778,1714930159.7413778,0.0,person,2,128,521,479,35.33355379104614,center,57,57,120,200
1714930159.8329654,1714930159.8329654,0.0,person,2,128,521,479,35.42514133453369,center,57,57,120,200
